DATAFLOW,LAST UPDATE,freq,age,indic_he,unit,sex,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,LV,2018,8.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,LV,2019,8.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,LV,2020,8.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,LV,2021,8.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,ME,2015,8.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,ME,2016,8.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,ME,2017,8.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,ME,2018,8.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,ME,2019,8.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,ME,2020,8.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,ME,2021,8.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2012,8.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2013,9.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2014,8.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2015,8.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2016,8.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2017,7.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2018,8.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2019,7.8,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,MT,2020,8.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2012,5.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2013,4.8,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2014,4.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2015,4.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2016,4.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2017,4.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2018,4.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2019,4.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2020,4.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NL,2021,4.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2012,5.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2013,5.8,b
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2014,5.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2015,5.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2016,5.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2017,5.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2018,5.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2019,5.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2020,5.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,NO,2021,5.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2013,7.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2014,7.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2015,7.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2016,7.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2017,7.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2018,7.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2019,7.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2020,7.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PL,2021,7.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2012,7.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2013,7.8,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2014,7.8,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2015,7.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2018,8.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2019,8.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2020,8.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,PT,2021,8.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2012,7.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2013,7.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2014,7.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2015,7.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2016,7.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2017,7.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2018,7.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2019,7.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2020,7.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RO,2021,7.8,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RS,2014,9.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RS,2015,9.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RS,2016,9.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RS,2017,9.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RS,2018,9.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RS,2019,9.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,RS,2021,10.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2013,5.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2014,5.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2015,5.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2016,5.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2017,5.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2018,5.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2019,5.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2020,5.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SE,2021,5.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2014,7.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2015,6.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2016,6.9,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2017,7.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2018,7.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2019,7.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2020,7.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SI,2021,6.6,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2012,7.7,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2014,7.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2015,7.5,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2016,7.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2017,7.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2018,7.3,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2019,7.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2020,7.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,SK,2021,7.4,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,TR,2014,4.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,TR,2015,4.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,TR,2016,4.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,UK,2012,7.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,UK,2013,7.2,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,UK,2014,7.1,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,UK,2015,7.0,
ESTAT:HLTH_CO_INPST(1.0),21/11/23 23:00:00,A,TOTAL,ALOS,NR,T,A-T_Z_XNB,UK,2016,7.0,
