DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,EU28,2017,63.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,EU28,2018,63.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2012,56.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2014,57.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2015,56.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2016,57.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2017,56.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2018,55.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2019,54.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2020,55.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FI,2021,61.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2012,63.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2013,64.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2014,64.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2015,64.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2016,64.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2017,64.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2018,64.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2019,64.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2020,65.3,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,FR,2021,66.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2012,64.2,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2013,60.4,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2014,60.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2015,56.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2016,58.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2017,58.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2018,58.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2019,58.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2020,59.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HR,2021,59.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2012,60.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2013,60.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2014,60.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2015,60.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2016,60.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2017,60.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2018,61.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2019,62.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2020,63.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,HU,2021,63.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2012,68.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2013,68.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2014,67.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2015,68.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2016,69.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2017,69.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2018,70.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2019,70.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2020,67.1,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IE,2021,68,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IS,2012,68.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IS,2013,66.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IS,2014,66.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IS,2015,66.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IS,2016,63.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IS,2017,60.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IS,2018,59.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2012,61.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2013,61.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2014,62.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2015,62.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2016,67.2,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2017,66.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2018,66.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2019,68.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2020,68.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,IT,2021,68.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2012,61.6,
