DATAFLOW,LAST UPDATE,freq,isco08,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DE,2020,2319.69,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2012,2757.19,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2013,2386.29,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2014,2232.39,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2015,2298.21,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2016,2273.92,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2017,2253.71,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2018,2239.52,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,DK,2019,2268.60,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2012,2907.02,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2013,2822.26,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2014,2916.51,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2015,3066.22,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2016,3088.71,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2017,2820.95,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2018,3389.68,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2019,3464.49,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2020,3622.68,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EE,2021,3664.10,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2012,6924.77,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2013,6819.16,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2014,5890.97,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2015,6853.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2016,6965.72,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2017,6065.81,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2018,7065.76,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,EL,2019,7837.41,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2012,5708.21,b
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2013,5307.99,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2014,3972.72,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2015,4314.03,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2016,4394.41,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2017,4606.35,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2018,4709.92,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2019,4598.52,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ES,2020,4473.73,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2012,2474.33,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2013,2571.65,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2014,2596.50,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2015,2570.62,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2016,2555.40,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2017,2567.35,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2018,2605.19,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2019,2651.98,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,FR,2020,2636.35,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HR,2012,8178.28,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HR,2013,5828.05,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HR,2014,4362.58,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HR,2015,4307.05,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HR,2016,3267.38,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HR,2017,4180.01,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HR,2018,2924.14,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2012,10000.36,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2013,5341.84,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2014,4010.76,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2015,3810.70,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2016,4832.11,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2017,3083.80,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2018,2871.79,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2019,4009.50,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,HU,2020,3174.91,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2012,3030.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2013,3026.06,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2014,3190.23,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2015,3477.78,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2016,3411.29,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2017,3456.07,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2018,3434.94,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2019,3457.84,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IE,2020,3250.11,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2012,3486.04,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2013,2590.11,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2014,2338.47,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2015,2734.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2016,2891.72,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2017,2791.87,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2018,3121.42,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IS,2019,3081.73,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2012,4898.78,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2013,4606.80,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2014,4663.53,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2015,4834.08,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2016,5003.51,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2017,5284.74,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2018,5367.21,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2019,5447.75,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,IT,2020,5949.71,p
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2012,6303.32,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2013,5891.81,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2014,5470.83,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2015,5429.74,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2016,5282.19,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2017,4944.76,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2018,4630.65,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2019,4550.71,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LT,2020,3672.65,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2012,4084.20,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2013,8907.53,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2014,7726.65,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2015,7802.79,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2016,6864.21,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2017,8642.55,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2018,8443.74,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2019,8157.91,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LU,2020,9270.87,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,LV,2014,,b
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ME,2018,11314.01,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ME,2019,16811.55,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,ME,2020,14793.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MK,2020,13458.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2012,2000.13,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2013,2958.10,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2014,2785.63,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2015,2816.79,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2016,2558.18,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2017,3272.72,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2018,3671.44,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2019,3036.52,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,MT,2020,3123.22,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2012,7547.28,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2013,8157.49,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2014,6911.89,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2015,6441.04,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2016,5695.76,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2017,4484.63,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2018,4102.77,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2019,4043.09,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NL,2020,3910.65,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2012,1424.92,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2013,1390.53,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2014,1364.83,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2015,1361.48,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2016,1314.22,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2017,1253.14,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2018,1247.81,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2019,1252.73,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,NO,2020,1322.06,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PL,2012,3070.85,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PL,2013,2805.12,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PL,2014,3478.06,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PL,2015,3116.96,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PL,2016,5574.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PL,2017,4746.26,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PL,2018,4186.85,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2012,3499.12,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2013,3922.47,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2014,3889.70,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2015,3813.72,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2016,4084.43,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2017,4084.18,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2018,3985.98,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2019,3765.10,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,PT,2020,3860.92,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2012,6466.16,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2013,6610.55,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2014,7462.14,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2015,19522.77,b
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2016,18499.78,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2017,17381.29,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2018,16744.60,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2019,15313.56,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RO,2020,15542.79,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2012,9875.28,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2013,8131.82,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2014,7505.87,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2015,6719.11,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2016,6481.47,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2017,6042.05,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2018,5016.24,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2019,5194.64,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,RS,2020,6323.67,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2012,2509.72,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2013,2495.55,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2014,2508.70,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2015,2531.44,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2016,2403.85,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2017,2410.76,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2018,2346.14,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2019,2313.50,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SE,2020,2299.74,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SI,2012,4303.68,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SI,2013,4203.99,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SI,2014,4099.36,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SI,2015,4135.33,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SI,2016,2661.14,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SI,2017,4571.65,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,SI,2018,3394.26,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2012,5057.24,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2013,3837.70,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2014,3465.42,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2015,2589.59,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2016,1389.84,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2017,5306.77,b
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2018,5167.40,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2019,5357.43,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,HAB_P,TR,2020,5472.51,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2012,3013.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2013,3136.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2014,2891.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2015,2744.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2016,3010.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2017,2842.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2018,3140.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2019,2949,e
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,AT,2020,2847,e
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2012,286.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2013,307.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2014,286.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2015,379.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2016,434.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2017,490.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2018,593.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2019,497.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,BG,2020,481.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2012,2207.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2013,2751.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2014,3146.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2015,3286.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2016,3184.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2017,3358.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2018,3578.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2019,3672.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CH,2020,3711.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2012,293.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2013,339.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2014,354.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2015,266.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2016,178.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2017,137.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2018,134.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CY,2019,122.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CZ,2012,1810.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CZ,2013,1565.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CZ,2014,1596.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CZ,2015,1665.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CZ,2016,1674.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CZ,2017,1494.00,
ESTAT:HLTH_RS_GRD(1.0),12/07/22 11:00:00,A,OC2221,NR,CZ,2018,1474.00,
