DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1972,0.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1973,0.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1974,0.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1975,0.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1976,0.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1977,0.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1978,0.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1979,1.00,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1980,1.00,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1981,1.00,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1982,1.00,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1983,1.00,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1984,1.10,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1985,1.10,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1986,1.10,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1987,1.10,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1988,1.20,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1989,1.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1990,1.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1991,1.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1992,1.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1993,1.60,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1994,1.70,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1995,1.80,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1996,2.00,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1997,2.20,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1998,2.40,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,1999,2.60,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2000,2.80,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2001,3.00,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2002,3.10,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2003,3.40,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2004,3.70,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2005,4.60,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2006,5.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2007,6.10,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2008,6.70,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2009,7.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2010,7.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2011,8.20,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2012,8.20,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2013,8.20,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2014,8.30,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2015,8.40,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2016,8.60,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2017,8.90,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2018,9.50,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2019,9.80,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2020,7.20,
ESTAT:HLTH_HC_PHYS2(1.0),12/07/23 11:00:00,Annual,Number per inhabitant,Türkiye,2021,8.00,
